TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTxn,IsFraud,Channel_Branch,Channel_Online
TX001863,AC00233,0.0027936163780972133,2023-06-23 17:36:00,Debit,Houston,D000007,141.121.30.32,M064,-1.1232020689090767,Student,1.4597377668745848,1,0.07991172233541884,2024-11-04 08:08:00,-0.10945937629817375,0,False,False
TX001607,AC00317,0.3947234007067433,2023-01-02 16:30:00,Debit,Charlotte,D000032,49.174.157.140,M034,-1.2929769124272643,Student,-0.03329462227810493,1,0.09013437269550055,2024-11-04 08:08:00,-1.718490763741628,0,False,True
TX000355,AC00349,0.06826639425432333,2023-02-01 18:47:00,Debit,Charlotte,D000391,77.7.223.184,M053,-0.1045530077999504,Doctor,-0.7727011388108656,1,0.083040967908259,2024-11-04 08:12:00,-1.4370567260090825,0,False,True
TX000369,AC00327,0.14768640613761688,2023-03-09 16:31:00,Debit,San Diego,D000364,64.57.44.102,M046,-0.953427225390889,Student,-1.2845979579489306,1,0.0952655287551115,2024-11-04 08:10:00,-1.1012427192475154,0,True,False
TX001946,AC00299,0.09623904183127807,2023-08-08 16:21:00,Debit,Albuquerque,D000664,211.97.88.141,M005,0.4613631372606753,Retired,-1.3699140944719415,1,0.4042427326548708,2024-11-04 08:10:00,0.32024824234116306,0,True,False
TX000671,AC00323,0.4272252509563967,2023-12-18 16:33:00,Debit,Kansas City,D000281,13.188.62.74,M093,0.12181345022429987,Doctor,0.8767441673006774,1,0.5848946509731584,2024-11-04 08:10:00,1.5548352568717758,0,True,False
TX000974,AC00475,0.009975712215817289,2023-06-16 18:47:00,Debit,Charlotte,D000529,170.54.231.239,M016,1.0838708968273636,Retired,0.03780215815773744,1,0.0645001038600303,2024-11-04 08:10:00,-0.1744776337864741,0,True,False
TX002363,AC00003,0.2169065910583428,2023-03-06 17:26:00,Credit,Baltimore,D000495,161.195.172.148,M091,-1.0666104544030142,Student,-0.7442624266365285,1,0.6452564872184939,2024-11-04 08:11:00,-1.1289490309491526,0,False,True
TX001939,AC00362,0.10691315814161968,2023-08-16 17:49:00,Debit,Portland,D000547,221.206.44.63,M005,-1.4061601414393894,Student,0.5639183333829709,1,0.09409584297707889,2024-11-04 08:07:00,0.3956579903879775,0,False,True
TX001166,AC00393,0.08373031178009652,2023-04-10 17:28:00,Credit,Miami,D000001,117.67.192.211,M002,-1.4627517559454521,Student,-0.21814625141129507,1,0.009204217053346411,2024-11-04 08:10:00,-0.801597594311175,0,False,False
TX001195,AC00201,0.12040173871347712,2023-06-08 16:42:00,Credit,Miami,D000135,77.208.193.198,M047,0.8575044388031132,Engineer,-0.516752729241833,1,0.3095660801880102,2024-11-04 08:08:00,-0.2500952116444579,0,True,False
TX000415,AC00495,0.043285417947942835,2023-05-15 18:47:00,Debit,Dallas,D000446,34.92.221.183,M100,0.9140960533091759,Retired,-0.4029978805444852,5,0.11075647074878042,2024-11-04 08:07:00,-0.47373307782687074,1,True,False
TX000868,AC00009,0.045307662639550515,2023-03-03 18:23:00,Debit,Atlanta,D000356,3.200.166.167,M054,-1.3495685269333269,Student,1.886318449489639,1,0.09430020187163171,2024-11-04 08:09:00,-1.1566228692427942,0,True,False
TX001300,AC00304,0.16370800454483858,2023-04-25 17:15:00,Credit,Dallas,D000513,40.192.99.27,M001,-1.0100188398969514,Student,-1.4267915188206153,2,0.0674713746295155,2024-11-04 08:07:00,-0.6613774185872311,1,True,False
TX001899,AC00144,0.06937654404636569,2023-01-24 18:43:00,Debit,Atlanta,D000417,162.58.247.55,M071,-1.1232020689090767,Student,0.8198667429520035,1,0.0458214320046196,2024-11-04 08:06:00,-1.5118624686671829,0,False,True
TX001086,AC00154,0.003841222519883669,2023-01-09 17:56:00,Debit,Boston,D000063,40.45.69.120,M090,-0.5006943093423883,Engineer,2.1849249273201767,1,0.14374295415571206,2024-11-04 08:09:00,-1.6524723252870712,0,False,False
TX002043,AC00231,0.40432385102102514,2023-02-22 17:15:00,Credit,Raleigh,D000656,213.15.9.253,M036,1.8761534999122396,Retired,-0.28924303184713746,1,0.322246415148372,2024-11-04 08:06:00,-1.2412160970706947,0,False,True
TX001451,AC00268,0.040820155733689134,2023-05-08 18:36:00,Credit,Las Vegas,D000301,64.15.0.66,M085,0.17840506473036244,Engineer,-0.9859914801183927,1,0.4281029780603249,2024-11-04 08:06:00,-0.5392644151614974,0,False,False
TX000169,AC00202,0.15839179427308644,2023-12-04 17:07:00,Debit,Houston,D000281,183.39.94.209,M007,-0.7836523818727013,Engineer,-1.1850624653387511,1,0.26586151054834734,2024-11-04 08:08:00,1.4241362843720702,0,True,False
TX001613,AC00102,0.01272242085622257,2023-02-13 16:53:00,Debit,Jacksonville,D000340,52.50.209.49,M007,0.7443212097909881,Engineer,2.4550926929763777,1,0.1673490954093867,2024-11-04 08:12:00,-1.3255690216794296,0,True,False
TX002354,AC00392,0.017970875506864166,2023-10-16 16:11:00,Debit,Columbus,D000434,172.111.76.65,M056,-0.7836523818727013,Engineer,-0.6731656462006862,1,0.182052180085898,2024-11-04 08:11:00,0.9654883645272723,0,True,False
TX000260,AC00307,0.16283760541211054,2023-05-26 18:12:00,Credit,Portland,D000503,201.114.165.141,M040,0.5179547517667379,Engineer,-1.0713076166414035,1,0.00880692722873878,2024-11-04 08:07:00,-0.37108463515355244,0,True,False
TX000176,AC00035,0.03793272388020806,2023-05-19 16:52:00,Debit,Portland,D000059,155.37.19.43,M022,-1.0666104544030142,Student,-1.4978882992564577,1,0.04608427518807405,2024-11-04 08:11:00,-0.4370965789265111,0,True,False
TX002378,AC00176,0.006551447364306339,2023-06-14 16:24:00,Debit,Charlotte,D000387,121.67.144.20,M014,0.34817990824855016,Doctor,-1.0997463288157403,1,0.4016089229546801,2024-11-04 08:11:00,-0.1941175509420648,0,True,False
TX002191,AC00497,0.0957647524835041,2023-04-24 16:28:00,Debit,Indianapolis,D000396,80.75.92.66,M035,1.2536457403455512,Retired,-0.8722366314210448,1,0.5032653727970078,2024-11-04 08:10:00,-0.6710544941698472,0,False,False
TX001304,AC00396,0.04763220164072843,2023-07-05 17:21:00,Credit,Mesa,D000292,28.120.130.118,M023,1.2536457403455512,Retired,-0.5594107975033384,1,0.10824366302562757,2024-11-04 08:08:00,0.0026713015097877767,0,True,False
TX000212,AC00479,0.22496429799964557,2023-07-31 16:04:00,Debit,El Paso,D000073,40.192.99.27,M044,-0.27432785131813814,Doctor,0.36484734816261233,1,0.7662396417265908,2024-11-04 08:11:00,0.24531260605108166,0,False,False
TX002370,AC00262,0.23914607069517269,2023-01-26 18:07:00,Credit,Kansas City,D000610,113.201.172.36,M016,1.0838708968273636,Retired,-0.1470494709754527,1,0.06076450393558931,2024-11-04 08:11:00,-1.4934240676074206,0,False,True
TX001489,AC00384,0.14375136814234935,2023-02-13 17:04:00,Debit,Louisville,D000307,97.106.5.76,M024,0.631137980778863,Doctor,0.33640863598827536,1,0.001256403861576427,2024-11-04 08:11:00,-1.3254910855002404,0,True,False
TX001579,AC00007,0.071419636621392,2023-11-27 17:34:00,Debit,Seattle,D000206,66.255.7.16,M058,0.5745463662728004,Doctor,-1.028649548379898,1,0.9526364650213536,2024-11-04 08:08:00,1.3588452502566086,0,True,False
TX000411,AC00029,0.20321474362315367,2023-09-26 18:36:00,Credit,Omaha,D000274,101.223.82.253,M019,1.0838708968273636,Doctor,-0.8295785631595394,1,0.47013839265007107,2024-11-04 08:10:00,0.7793897579874903,0,False,False
TX000618,AC00366,0.05976045781951987,2023-05-05 17:34:00,Debit,Albuquerque,D000632,190.164.160.79,M011,-0.953427225390889,Engineer,0.2795312116396015,1,0.6525213114732058,2024-11-04 08:10:00,-0.5677500886550231,0,False,True
TX001993,AC00338,0.3782900566020035,2023-02-13 17:13:00,Debit,Omaha,D000386,69.160.14.157,M035,0.6877295952849256,Retired,0.39328606033694924,1,0.13768546073855575,2024-11-04 08:06:00,-1.3254001599578533,0,False,True
TX000680,AC00101,0.04064816069548539,2023-11-21 17:25:00,Credit,San Jose,D000476,35.246.53.10,M033,0.4047715227546127,Retired,2.4550926929763777,1,0.45501045658751577,2024-11-04 08:10:00,1.3026597597430454,0,False,True
TX002464,AC00436,0.11095243555398039,2023-08-28 16:41:00,Debit,Omaha,D000319,60.197.167.40,M088,0.4047715227546127,Retired,0.5923570455573078,1,0.3561652860117009,2024-11-04 08:12:00,0.5074119766631927,0,False,False
TX001845,AC00356,0.004325935809366954,2023-06-15 16:10:00,Debit,Louisville,D000502,6.44.165.160,M043,1.932745114418302,Retired,1.1326925768697098,1,0.26502256350755155,2024-11-04 08:10:00,-0.1848496403001906,0,False,False
TX000773,AC00093,0.4308684185838033,2023-01-17 17:25:00,Debit,El Paso,D000645,215.97.143.157,M018,-0.5006943093423883,Engineer,2.071170078622829,4,0.6519324351849549,2024-11-04 08:08:00,-1.577848433713745,1,True,False
TX001091,AC00286,0.0038255866073196917,2023-06-16 17:33:00,Debit,Los Angeles,D000214,221.105.243.251,M097,-0.6138775383545135,Doctor,2.5404088294993885,1,0.08185447630008222,2024-11-04 08:09:00,-0.17495174554320647,0,True,False
TX002019,AC00291,0.15944461238572755,2023-06-27 18:26:00,Debit,Colorado Springs,D000484,21.122.39.207,M015,-1.0666104544030142,Engineer,0.009363445983400491,1,0.6391237036822919,2024-11-04 08:07:00,-0.07171878152597179,0,False,False
TX001084,AC00086,0.005795711590380787,2023-12-20 16:17:00,Credit,New York,D000550,116.106.207.139,M037,0.631137980778863,Retired,-0.786920494898034,1,0.13171804657097205,2024-11-04 08:10:00,1.5734360249715154,0,True,False
TX001381,AC00471,0.2195751201359282,2023-06-20 17:07:00,Debit,San Jose,D000339,73.108.76.238,M014,1.2536457403455512,Doctor,-0.23236560749846355,1,0.8019029577588821,2024-11-04 08:10:00,-0.13771773593573175,0,False,True
TX000057,AC00271,0.031318732865645814,2023-12-14 17:52:00,Credit,Columbus,D000462,1.198.76.182,M095,0.6877295952849256,Retired,-0.9575527679440556,1,0.23075950924287048,2024-11-04 08:09:00,1.517945465389052,0,True,False
TX001101,AC00271,0.18049576266769515,2023-12-29 16:32:00,Credit,San Jose,D000299,39.129.125.110,M055,-1.3495685269333269,Student,-0.0475139783652734,1,0.10322476991137951,2024-11-04 08:09:00,1.657711013401061,0,True,False
TX002052,AC00181,0.13619922237394846,2023-01-12 18:07:00,Debit,Chicago,D000026,82.75.200.117,M004,-0.953427225390889,Student,-1.0428689044670665,1,0.048569521349790507,2024-11-04 08:11:00,-1.6243568486446929,0,False,True
TX000322,AC00300,0.09328385435668644,2023-08-11 18:20:00,Debit,Oklahoma City,D000421,189.198.67.252,M004,0.7443212097909881,Retired,1.7725636007922911,1,0.16970056716315574,2024-11-04 08:10:00,0.3490781339594395,0,False,False
TX002038,AC00230,0.3045719408337069,2023-10-17 16:11:00,Credit,Nashville,D000594,201.114.165.141,M057,-0.1045530077999504,Doctor,-0.1470494709754527,1,0.8045892016491226,2024-11-04 08:09:00,0.9748536953931325,0,False,True
TX000783,AC00399,0.15644251717344398,2023-05-01 17:21:00,Debit,El Paso,D000086,165.35.58.173,M006,-0.047961393293887836,Doctor,-0.9717721240312241,1,0.5238941931823453,2024-11-04 08:11:00,-0.6052503802080593,0,False,True
TX001533,AC00218,0.08860350452920267,2023-01-05 16:56:00,Debit,San Francisco,D000560,50.202.8.53,M026,0.8575044388031132,Engineer,1.1326925768697098,1,0.14669540239543583,2024-11-04 08:09:00,-1.6902713721936646,0,True,False
TX001117,AC00105,0.06353392471829297,2023-04-12 17:50:00,Credit,Atlanta,D000649,219.219.117.136,M008,0.4613631372606753,Retired,0.9762796599108566,1,0.4282327190690377,2024-11-04 08:09:00,-0.7827435336290719,0,True,False
TX001940,AC00363,0.2778814380869982,2023-12-20 16:17:00,Debit,Mesa,D000324,66.255.7.16,M043,0.17840506473036244,Engineer,-0.061733334452441876,1,0.2389607543532142,2024-11-04 08:11:00,1.5734295302899164,0,False,True
TX001227,AC00158,0.4040059207988909,2023-08-21 17:43:00,Credit,Mesa,D000627,73.108.76.238,M070,1.932745114418302,Retired,0.5496989772958024,1,0.25520930316978124,2024-11-04 08:08:00,0.4423742351300955,0,True,False
TX000603,AC00107,0.330934089416572,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,0.12181345022429987,Doctor,-0.18970753923695813,1,0.07635964207615192,2024-11-04 08:11:00,0.7132609099457494,0,False,False
TX001827,AC00493,0.0927418093878019,2023-08-15 18:22:00,Debit,Tucson,D000257,65.27.212.129,M080,-0.6138775383545135,Engineer,-0.3034623879343059,1,0.5624729846280434,2024-11-04 08:09:00,0.3865069840148863,0,False,True
TX002329,AC00386,0.34555366766389045,2023-12-12 17:20:00,Debit,Albuquerque,D000564,156.187.182.236,M076,1.2536457403455512,Retired,0.39328606033694924,1,0.3895651928401786,2024-11-04 08:11:00,1.499019963209359,0,False,False
TX001367,AC00268,0.10165427954926877,2023-06-12 16:34:00,Debit,Memphis,D000472,147.227.81.224,M016,-0.7836523818727013,Doctor,1.3175442060029,1,0.7990110105076774,2024-11-04 08:08:00,-0.21273780308660198,0,False,False
TX001125,AC00365,0.024574442579717096,2023-02-23 18:42:00,Debit,Austin,D000591,163.58.140.206,M026,0.4613631372606753,Engineer,-0.061733334452441876,1,0.08606668956741122,2024-11-04 08:08:00,-1.231311707632111,0,False,True
TX001936,AC00328,0.19713237363576663,2023-01-06 17:23:00,Debit,Fort Worth,D000653,31.75.105.19,M095,0.8575044388031132,Doctor,1.7014668203564487,1,0.5058447316075315,2024-11-04 08:07:00,-1.6807306849246293,0,False,False
TX000566,AC00086,0.01507823168252843,2023-02-15 16:30:00,Credit,Baltimore,D000053,139.23.212.102,M064,-0.953427225390889,Student,-0.8011398509852025,1,0.1049429979853171,2024-11-04 08:11:00,-1.3070072216692838,0,True,False
TX002021,AC00390,0.051092950288221986,2023-02-16 17:14:00,Debit,Miami,D000440,202.194.199.70,M090,0.12181345022429987,Engineer,-1.5263270114307945,1,0.6343676537514983,2024-11-04 08:11:00,-1.297369114176263,0,True,False
TX002449,AC00460,0.1263381735169337,2023-10-23 16:19:00,Debit,San Antonio,D000068,124.6.134.78,M036,-0.16114462230601298,Engineer,-0.3745591683701483,1,0.3072509090273525,2024-11-04 08:10:00,1.0310132071802998,0,False,True
TX000283,AC00026,0.1715989284187923,2023-01-09 16:54:00,Credit,San Antonio,D000278,146.69.70.214,M088,-1.0666104544030142,Student,-0.758481782723697,1,0.1055043127121316,2024-11-04 08:09:00,-1.6528749955462134,0,False,True
TX001642,AC00480,0.026096338069277518,2023-04-06 16:03:00,Debit,Los Angeles,D000619,161.177.41.214,M065,0.5179547517667379,Doctor,2.4693120490635465,1,0.8546127634229846,2024-11-04 08:06:00,-0.8395330295313485,0,True,False
TX000325,AC00286,0.12132946952560641,2023-04-17 16:56:00,Debit,Louisville,D000351,45.241.13.208,M070,-0.6704691528605761,Engineer,-0.6731656462006862,1,0.45960785948174854,2024-11-04 08:07:00,-0.7363195495589114,0,False,False
TX000451,AC00495,0.3880729258961984,2023-08-03 17:42:00,Debit,Fort Worth,D000031,30.92.249.132,M075,-0.953427225390889,Student,1.587711971659101,1,0.003923825222055433,2024-11-04 08:09:00,0.2740190987189754,0,False,True
TX000930,AC00329,0.00021369080504101816,2023-02-13 17:49:00,Debit,Colorado Springs,D000082,120.16.186.17,M050,-1.1232020689090767,Student,0.2795312116396015,1,0.08436661179002931,2024-11-04 08:12:00,-1.3252053195098812,0,False,False
TX001994,AC00409,0.29615981987428724,2023-04-25 18:47:00,Debit,Houston,D000283,189.248.139.91,M075,1.5366038128758641,Retired,-0.2608043196728005,1,0.19076902806506413,2024-11-04 08:08:00,-0.6607864025617157,0,False,False
TX000247,AC00415,0.017522646013363494,2023-11-06 17:22:00,Debit,Philadelphia,D000158,29.168.185.63,M080,-1.2929769124272643,Student,-0.5451914414161699,1,0.5786294374954205,2024-11-04 08:07:00,1.162374637203111,0,True,False
TX001176,AC00267,0.13214952101987845,2023-05-15 17:33:00,Debit,Nashville,D000436,49.31.186.82,M098,-0.557285923848451,Doctor,-0.8011398509852025,1,0.3822539844942689,2024-11-04 08:08:00,-0.4742201789468011,0,True,False
TX000519,AC00067,0.0869096140014385,2023-01-18 17:53:00,Debit,San Antonio,D000002,56.67.227.142,M036,-0.8402439963787638,Doctor,-0.5025333731546645,1,0.754153560920126,2024-11-04 08:06:00,-1.5683012517631105,0,True,False
TX001996,AC00460,0.5205872848759029,2023-05-22 17:45:00,Debit,Boston,D000032,125.89.163.224,M050,-0.8968356108848263,Engineer,-1.1281850409900773,1,0.2803353637016925,2024-11-04 08:12:00,-0.40870183097537244,1,False,True
TX002114,AC00482,0.008078554824721421,2023-03-14 17:10:00,Debit,Raleigh,D000669,190.92.63.219,M048,-1.1232020689090767,Student,-0.9575527679440556,1,0.12643362134044647,2024-11-04 08:11:00,-1.054234213833439,0,True,False
TX001214,AC00170,0.621136626603984,2023-12-21 16:21:00,Credit,Jacksonville,D000174,40.10.25.102,M093,0.8575044388031132,Retired,-0.23236560749846355,5,0.5185748118251199,2024-11-04 08:09:00,1.5828208398821728,1,True,False
TX001378,AC00063,0.06068297666079451,2023-10-04 17:10:00,Debit,Memphis,D000024,23.163.145.195,M026,0.008630221212174735,Doctor,2.0427313664484923,1,0.5119149974555974,2024-11-04 08:10:00,0.853649947391269,0,False,False
TX001762,AC00302,0.13232672802893686,2023-09-14 17:04:00,Debit,El Paso,D000412,214.125.131.88,M084,0.234996679236425,Engineer,-0.5736301535905068,1,0.3602417081714652,2024-11-04 08:11:00,0.6665576545668294,0,False,True
TX001289,AC00468,0.009725537614793656,2023-09-18 16:31:00,Credit,Colorado Springs,D000546,148.25.159.90,M007,0.234996679236425,Engineer,0.5781376894701394,1,0.5630800112128499,2024-11-04 08:11:00,0.7037526960847096,0,False,True
TX002004,AC00388,0.12941844829203714,2023-05-24 16:12:00,Debit,Denver,D000334,80.75.92.66,M091,-1.5193433704515147,Student,-0.9006753435953818,1,0.029864632399354933,2024-11-04 08:06:00,-0.39056218526916664,0,False,False
TX001777,AC00156,0.07697038558160382,2023-03-17 16:34:00,Debit,Phoenix,D000280,160.160.113.117,M025,0.7443212097909881,Retired,-0.9006753435953818,1,0.1403071702410427,2024-11-04 08:07:00,-1.0263850191366224,0,True,False
TX002239,AC00251,0.2257200337735711,2023-10-19 17:06:00,Debit,Philadelphia,D000573,166.79.195.157,M098,-0.38751108033026327,Doctor,1.587711971659101,1,0.4212293935313688,2024-11-04 08:09:00,0.9939155858864065,0,True,False
TX001273,AC00329,0.015672396359959557,2023-05-19 17:19:00,Debit,Jacksonville,D000526,104.165.213.58,M005,0.9706876678152384,Doctor,0.03780215815773744,1,0.8218413946418981,2024-11-04 08:07:00,-0.4368952437969393,0,True,False
TX001058,AC00191,0.043061303201192495,2023-01-06 16:13:00,Debit,Miami,D000182,138.210.196.19,M026,-1.0100188398969514,Engineer,2.4408733368892093,4,0.44384600750615605,2024-11-04 08:10:00,-1.6812047966813617,1,True,False
TX000809,AC00422,0.041586315449324,2023-05-19 17:28:00,Credit,New York,D000604,190.92.63.219,M016,0.4613631372606753,Doctor,-0.8722366314210448,1,0.5317774719863618,2024-11-04 08:12:00,-0.43686926507054336,0,True,False
TX000368,AC00087,0.022619953509219977,2023-03-13 16:25:00,Debit,Fresno,D000092,117.67.192.211,M013,0.9706876678152384,Retired,0.03780215815773744,1,0.28602043992285453,2024-11-04 08:07:00,-1.0638528372816638,0,False,False
TX000891,AC00216,0.03153763564154149,2023-10-23 16:35:00,Debit,Colorado Springs,D000090,184.185.209.72,M065,0.4047715227546127,Retired,1.6872474642692803,1,0.40919104128251343,2024-11-04 08:09:00,1.031123616767484,0,False,False
TX000568,AC00240,0.18225740881656988,2023-03-24 18:50:00,Credit,Los Angeles,D000182,161.168.126.136,M048,1.7063786563940517,Retired,-1.1566237531644143,1,0.15468422181275754,2024-11-04 08:08:00,-0.9600418466021117,0,False,True
TX001369,AC00316,0.2536718334671073,2023-01-02 16:01:00,Credit,Los Angeles,D000361,156.96.135.18,M077,-0.953427225390889,Student,-0.5025333731546645,1,0.014722579439478509,2024-11-04 08:12:00,-1.7187050882343973,0,True,False
TX002252,AC00359,0.01022067484598626,2023-04-19 16:41:00,Debit,Memphis,D000184,206.168.209.111,M017,-1.0100188398969514,Student,0.3506279920754438,1,0.023058271190975407,2024-11-04 08:10:00,-0.7177317708223706,0,False,False
TX002020,AC00113,0.33490561120782214,2023-10-02 17:47:00,Credit,Detroit,D000534,34.125.226.63,M065,-0.38751108033026327,Doctor,-0.48831401706749605,1,0.7990963841248095,2024-11-04 08:07:00,0.8352050516499069,0,False,False
TX001492,AC00375,0.2636266977995059,2023-12-18 18:26:00,Credit,Baltimore,D000670,200.136.146.93,M014,1.0838708968273636,Retired,-0.4740946609803276,1,0.4143947985283471,2024-11-04 08:11:00,1.5555626612108717,0,False,False
TX001473,AC00373,0.02735763501610499,2023-06-12 17:36:00,Debit,Tucson,D000160,98.255.160.110,M052,-0.21773623681207555,Doctor,0.3790667042497808,1,0.4630826329223524,2024-11-04 08:11:00,-0.21235461687225668,0,True,False
TX000179,AC00156,0.12332044239208614,2023-12-18 16:47:00,Debit,Phoenix,D000455,61.95.76.233,M049,1.4800121983698016,Retired,-1.0428689044670665,1,0.07263950351544356,2024-11-04 08:07:00,1.55494566645896,0,False,True
TX000802,AC00114,0.13964954707973273,2023-02-21 18:13:00,Debit,San Antonio,D000224,81.102.230.41,M021,-0.8968356108848263,Doctor,0.8198667429520035,1,0.6256629059700359,2024-11-04 08:11:00,-1.2502242204486063,0,False,True
TX001526,AC00310,0.3083037119656427,2023-04-28 16:32:00,Debit,El Paso,D000560,7.146.35.122,M069,-0.953427225390889,Student,0.17999571902942216,1,0.019188896858587007,2024-11-04 08:07:00,-0.6335996653880044,0,False,False
TX001625,AC00324,0.21371165292443686,2023-07-25 16:47:00,Credit,Atlanta,D000364,70.130.169.235,M071,-1.1232020689090767,Student,0.20843443120375912,1,0.11706067375245283,2024-11-04 08:10:00,0.18948432302546708,0,True,False
TX000728,AC00012,0.07142484859224667,2023-07-26 16:54:00,Debit,Fort Worth,D000159,42.61.10.112,M040,-0.6138775383545135,Engineer,-0.9859914801183927,1,0.29368860410102593,2024-11-04 08:07:00,0.19890161134411985,0,False,False
TX000465,AC00182,0.23052025893071207,2023-10-16 17:47:00,Debit,San Diego,D000563,141.241.241.128,M019,-1.2363852979212018,Student,0.23687314337809606,1,0.1134776707657207,2024-11-04 08:09:00,0.9661248433239812,0,True,False
TX000135,AC00349,0.19851354591225126,2023-08-21 16:46:00,Debit,Albuquerque,D000635,62.251.170.72,M034,0.631137980778863,Doctor,-0.6305075779391808,1,0.7887413038231921,2024-11-04 08:09:00,0.44199754359734916,0,False,False
TX000840,AC00009,0.07981612166824763,2023-05-04 17:43:00,Credit,Portland,D000270,204.120.80.105,M001,1.1970541258394887,Retired,0.777208674690498,1,0.31668368537065933,2024-11-04 08:09:00,-0.5770374833416941,0,True,False
TX001941,AC00196,0.22316095608393358,2023-06-05 16:02:00,Debit,Raleigh,D000039,71.93.189.160,M028,0.5745463662728004,Retired,-0.6731656462006862,1,0.2266125025965008,2024-11-04 08:10:00,-0.27842501277960613,0,True,False
TX002332,AC00315,0.03907935746823304,2023-08-14 16:01:00,Debit,Fresno,D000280,5.50.152.168,M096,1.819561885406177,Retired,2.0853894347099975,1,0.0900563936436317,2024-11-04 08:11:00,0.3762259030435569,0,False,False
TX000706,AC00137,0.006077158016532371,2023-12-12 16:17:00,Debit,Jacksonville,D000577,57.141.198.111,M038,1.7063786563940517,Retired,0.1088989385935798,1,0.10944494376433118,2024-11-04 08:07:00,1.4986367769950142,0,True,False
TX000234,AC00345,0.0474445706899607,2023-01-23 16:50:00,Debit,Fort Worth,D000295,160.74.183.38,M081,0.34817990824855016,Doctor,0.3079699238139384,1,0.9976330668824985,2024-11-04 08:09:00,-1.521968193235338,0,False,False
TX001407,AC00104,0.1431988992317555,2023-08-24 17:13:00,Debit,New York,D000122,59.12.96.11,M058,0.5179547517667379,Engineer,-0.5451914414161699,1,0.07582252774474499,2024-11-04 08:09:00,0.47022992450851125,0,False,True
TX000880,AC00362,0.027362846986959653,2023-08-07 18:02:00,Credit,Charlotte,D000652,148.234.210.167,M061,1.3102373548516137,Retired,-1.4978882992564577,1,0.4190285020156913,2024-11-04 08:07:00,0.3115713477248042,0,False,True
TX002109,AC00452,0.1268333107481263,2023-01-03 16:42:00,Debit,San Francisco,D000550,64.15.0.66,M016,0.6877295952849256,Doctor,-1.0144301922927295,1,0.9162948656844444,2024-11-04 08:10:00,-1.7090734754229753,0,True,False
TX000569,AC00298,0.08521051150281968,2023-08-03 18:49:00,Credit,Virginia Beach,D000352,154.48.233.165,M041,0.4047715227546127,Retired,-0.6589462901135177,1,0.39360396994042,2024-11-04 08:09:00,0.2744542423861132,0,True,False
